CAR_ID,品牌系列,巡航系统,辅助驾驶等级,卫星导航系统,导航路况信息显示,地图品牌,AR实景导航,并线辅助,车道保持辅助系统,车道居中保持,道路交通标识识别,自动泊车入位,自动变道辅助,匝道自动驶出(入),自动驾驶辅助路段,遥控泊车,方向盘离手检测,倒车车侧预警系统,记忆泊车,高精地图,循迹倒车,信号灯识别,起步提醒,辅助驾驶系统,代客泊车,夜视系统,远程召唤
69977,红旗HS5,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,,(标配),,,,,,(标配),,,,,,,,,
69978,红旗HS5,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,,(标配),,,,,,(标配),,,,,,,,,
64121,红旗H9,(标配)定速巡航,,(标配),(标配),,,(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
67955,红旗H9,(标配)定速巡航,,(标配),(标配),,,(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
64122,红旗H9,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,,,,,,,
63389,红旗H9,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,,,,,,,
57026,红旗H9,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,,,,,,,
67958,红旗H9,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,,,,,,,
64123,红旗H9,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,,,,,,,
67893,红旗H9,(标配)定速巡航,,(标配),(标配),,,,,,,,,,,,,,,,,,,,,,
67959,红旗H9,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
63381,红旗H9,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,,,,,,,
66480,红旗H9,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,,,,,,,
67956,红旗H9,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,,,,,,,
67957,红旗H9,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
63687,红旗HS3,(标配)定速巡航,,(标配),(标配),(标配)高德,,,,,,,,,,,,,,,,,,,,,
63841,红旗HS3,(标配)定速巡航,,(标配),(标配),(标配)高德,,,,,,,,,,,,,,,,,,,,,
63607,红旗HS3,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
69593,红旗HS3,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
69591,红旗HS3,(标配)定速巡航,,(标配),(标配),(标配)高德,,,,,,,,,,,,,,,,,,,,,
61560,红旗HS3,"(标配)自适应巡航,(选配)全速自适应巡航",(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
69590,红旗HS3,(标配)自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
63436,红旗HS3,"(标配)自适应巡航,(选配)全速自适应巡航",(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
69592,红旗HS3,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,,,,,,,
68717,红旗H6,(标配)定速巡航,,(标配),(标配),(标配)高德,,,,,,,,,,,,,,,,,,,,,
68719,红旗H6,(标配)定速巡航,,(标配),(标配),(标配)高德,,(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
68716,红旗H6,(标配)定速巡航,,(标配),(标配),(标配)高德,,(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
53875,红旗H6,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
61840,红旗H6,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),,(标配),(选配),,,,,,(标配),,,,,,,,,
68718,红旗H6,(标配)定速巡航,,(标配),(标配),(标配)高德,,(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
61842,红旗H6,(标配)定速巡航,,(标配),(标配),(标配)高德,,(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
61841,红旗H6,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
68715,红旗H6,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),,(标配),(选配),,,,,,(标配),,,,,,,,,
63962,红旗HS7,(标配)定速巡航,,(标配),(标配),,,,,,,,,,,,,,,,,,,,,,
63959,红旗HS7,(标配)自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,,,,,,,,(标配),,,,,,,,,
63854,红旗HS7,(标配)自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,,,,,,,,(标配),,,,,,,,,
69699,红旗HS7,(标配)定速巡航,,(标配),(标配),,,,,,,,,,,,,,,,,,,,,,
63961,红旗HS7,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
62742,红旗HS7,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
63960,红旗HS7,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
63963,红旗HS7,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
69697,红旗HS7,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
69698,红旗HS7,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
67736,红旗国雅,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),,,,(标配),(标配),,,,,,,,,
67737,红旗国雅,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),,,,(标配),(标配),,,,,,,,,
69707,红旗HS7 PHEV,(标配)自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,,,,,,,,(标配),,,,,,,,,
72395,红旗HS7 PHEV,(标配)自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,,,,,,,,(标配),,,,,,,,,
69706,红旗HS7 PHEV,(标配)自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,,,,,,,,(标配),,,,,,,,,
69072,红旗HS7 PHEV,(标配)自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,,,,,,,,(标配),,,,,,,,,
66660,红旗HS7 PHEV,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,,,,,,,,(标配),,,,,,,,,
72394,红旗HS7 PHEV,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,,,,,,,,(标配),,,,,,,,,
67710,红旗E-QM5,(标配)定速巡航,,(标配),(标配),,,,,,,,,,,,,,,,,,,,,,
67711,红旗E-QM5,,,,,,,,,,,,,,,,,,,,,,,,,,
56058,红旗E-QM5,(标配)定速巡航,,(标配),(标配),,,,,,,,,,,,,,,,,,,,,,
67051,红旗E-QM5,(标配)定速巡航,,(标配),(标配),,,,,,,,,,,,,,,,,,,,,,
67709,红旗E-QM5,,,,,,,,,,,,,,,,,,,,,,,,,,
60001,红旗国礼,(标配)定速巡航,,(标配),(标配),(标配)高德,,(标配),,,(标配),,,,,,,(标配),,,,,,,,(标配),
67738,红旗HS3 PHEV,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
56719,红旗国耀,(标配)定速巡航,,,,,,,,,,,,,,,,,,,,,,,,,
56746,红旗国耀,(标配)定速巡航,,,,,,,,,,,,,,,,,,,,,,,,,
59647,红旗HQ9,(标配)定速巡航,,(标配),(标配),,,,,,,,,,,,,,,,,,,,,,
59645,红旗HQ9,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,,(标配),,,,,,(标配),,,,,,,,,
59648,红旗HQ9,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,,(标配),,,,,,(标配),,,,,,,,,
67498,红旗HQ9,(标配)定速巡航,,(标配),(标配),,,,,,,,,,,,,,,,,,,,,,
72474,红旗HQ9,(标配)定速巡航,,(标配),(标配),,,,,,,,,,,,,,,,,,,,,,
67496,红旗HQ9,(标配)定速巡航,,(标配),(标配),,,,,,,,,,,,,,,,,,,,,,
67497,红旗HQ9,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,,,,,,,,(标配),,,,,,,,,
56745,红旗HQ9,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,,(标配),,,,,,(标配),,,,,,,,,
59646,红旗HQ9,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,,(标配),,,,,,(标配),,,,,,,,,
1015217,红旗国悦,,,,,,,,,,,,,,,,,,,,,,,,,,
1018221,红旗国悦,,,,,,,,,,,,,,,,,,,,,,,,,,
1017569,红旗国悦,,,,,,,,,,,,,,,,,,,,,,,,,,
1017568,红旗国悦,,,,,,,,,,,,,,,,,,,,,,,,,,
1018220,红旗国悦,,,,,,,,,,,,,,,,,,,,,,,,,,
66441,红旗天工08,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),(标配),,(标配),,,,,,
72443,红旗天工08,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),(标配),,(标配),,,,,,
71322,红旗天工08,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),"(标配)城市路段,(标配)高速路段",(标配),(标配),(标配),(标配),,(标配),,,,,,
72444,红旗天工08,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),"(标配)城市路段,(标配)高速路段",(标配),(标配),(标配),(标配),,(标配),,,,,,
66466,红旗天工08,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),"(标配)城市路段,(标配)高速路段",(标配),(标配),(标配),(标配),,(标配),,,,,,
71321,红旗天工08,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),"(标配)城市路段,(标配)高速路段",(标配),(标配),(标配),(标配),,(标配),,,,,,
71320,红旗天工08,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),"(标配)城市路段,(标配)高速路段",(标配),(标配),(标配),(标配),,(标配),,,,,,
67052,红旗E-HS9,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),(选配),(选配),(选配)高速路段,(标配),(标配),(标配),(选配),(选配),(选配),,,,(选配),,
69768,红旗E-HS9,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),(选配),(选配),(选配)高速路段,(标配),(标配),(标配),(选配),(选配),(选配),,,,(选配),,
69770,红旗E-HS9,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),(标配),(标配),(标配),,,,(标配),,
67054,红旗E-HS9,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),(标配),(标配),(标配),,,,(标配),,
69769,红旗E-HS9,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),(选配),(选配),(选配)高速路段,(标配),(标配),(标配),(选配),(选配),(选配),,,,(选配),,
67055,红旗E-HS9,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),(选配),(选配),(选配)高速路段,(标配),(标配),(标配),(选配),(选配),(选配),,,,(选配),,
69767,红旗E-HS9,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),(标配),(标配),(标配),,,,(标配),,
67053,红旗E-HS9,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),(标配),(标配),(标配),,,,(标配),,
67489,红旗HQ9 PHEV,(标配)定速巡航,,(标配),(标配),,,,,,,,,,,,,,,,,,,,,,
64594,红旗HQ9 PHEV,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,,(标配),,,,,,(标配),,,,,,,,,
67490,红旗HQ9 PHEV,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,,(标配),,,,,,(标配),,,,,,,,,
67297,红旗EH7,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,(标配),,,,,,
69710,红旗EH7,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,(标配),,,,,,
69709,红旗EH7,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,(标配),,,,,,
66954,红旗EH7,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,(标配),,,,,,
67298,红旗EH7,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,(标配),,,,,,
65254,红旗EH7,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,(标配),,,,,,
69713,红旗EH7,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,(标配),,,,,,
65253,红旗EH7,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,(标配),,,,,,
69711,红旗EH7,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,(标配),,,,,,
69712,红旗EH7,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,(标配),,,,,,
1020495,红旗国悦新能源,,,,,,,,,,,,,,,,,,,,,,,,,,
1020496,红旗国悦新能源,,,,,,,,,,,,,,,,,,,,,,,,,,
66312,凯美瑞,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),,,,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
67022,凯美瑞,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),,,,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
71194,凯美瑞,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),,(标配),,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
66314,凯美瑞,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),,(标配),,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
67023,凯美瑞,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),(标配),,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
71005,凯美瑞,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),(标配),,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
66313,凯美瑞,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),,(选配),,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
66310,凯美瑞,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),,(选配),,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
65877,凯美瑞,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),,(选配),,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
66311,凯美瑞,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),(标配),,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
65749,凯美瑞,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),(标配),,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
65878,凯美瑞,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),,,,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
72518,凯美瑞,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),,,,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
65938,凯美瑞,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),,(选配),,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
66647,凯美瑞,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),,(选配),,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
72519,凯美瑞,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),,(标配),,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
67254,赛那SIENNA,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
67252,赛那SIENNA,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
66455,赛那SIENNA,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
67256,赛那SIENNA,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
67257,赛那SIENNA,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
67251,赛那SIENNA,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
67253,赛那SIENNA,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
67930,赛那SIENNA,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),,,,,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
67255,赛那SIENNA,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),,,,,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
68219,汉兰达,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
68216,汉兰达,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
68555,汉兰达,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
68218,汉兰达,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
68217,汉兰达,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
68554,汉兰达,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
68556,汉兰达,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
68215,汉兰达,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),,,,,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
68553,汉兰达,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
68220,汉兰达,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
68221,汉兰达,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),,,,,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
68453,RAV4荣放,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
68451,RAV4荣放,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
68450,RAV4荣放,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
68454,RAV4荣放,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
68449,RAV4荣放,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),,,,,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
68456,RAV4荣放,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
68457,RAV4荣放,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
71930,普拉多,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),(标配),,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
66837,普拉多,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),,,,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
71959,普拉多,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),,(标配),,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
66898,普拉多,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),,(标配),,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
64019,普拉多,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),,(标配),,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
71958,普拉多,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),(标配),,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
66836,普拉多,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),,,,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
71960,普拉多,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),,,,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
66838,普拉多,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),,(标配),,,,,(标配),,,,,,(标配)Toyota Safety Sense,,,
67204,亚洲龙,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),(标配),,,,,,,,,,,,,(标配)Toyota Pilot,,,
68975,亚洲龙,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),(标配),,,,,,,,,,,,,(标配)Toyota Pilot,,,
68974,亚洲龙,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)四维图新,,,(标配),(标配),(标配),,,,,,,,,,,,,(标配)Toyota Pilot,,,
68978,亚洲龙,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),(标配),,,,,,,,,,,,,(标配)Toyota Pilot,,,
67206,亚洲龙,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)四维图新,,,(标配),(标配),(标配),,,,,,,,,,,,,(标配)Toyota Pilot,,,
68977,亚洲龙,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)四维图新,,(标配),(标配),(标配),(标配),,,,,,,(标配),,,,,,(标配)Toyota Pilot,,,
68976,亚洲龙,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)四维图新,,(标配),(标配),(标配),(标配),,,,,,,(标配),,,,,,(标配)Toyota Pilot,,,
68979,亚洲龙,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)四维图新,,(标配),(标配),(标配),(标配),,,,,,,(标配),,,,,,(标配)Toyota Pilot,,,
67205,亚洲龙,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)四维图新,,(标配),(标配),(标配),(标配),,,,,,,(标配),,,,,,(标配)Toyota Pilot,,,
63170,卡罗拉,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),(标配),,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
63173,卡罗拉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,,(标配),(标配),(标配),,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
68964,卡罗拉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,,(标配),(标配),(标配),,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
63177,卡罗拉,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
63175,卡罗拉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
67629,卡罗拉,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),(标配),,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
67631,卡罗拉,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),(标配),,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
67630,卡罗拉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,,(标配),(标配),(标配),,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
63174,卡罗拉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,,(标配),(标配),(标配),,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
60976,卡罗拉,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
63176,卡罗拉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,,(标配),(标配),,,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
68962,卡罗拉,(标配)全速自适应巡航,(标配)L2,,,,,,(标配),(标配),(标配),,,,,,,,,,,,,(标配)Toyota Safety Sense,,,
