CAR_ID,品牌系列,驾驶模式切换,发动机启停技术,自动驻车,上坡辅助,陡坡缓降,可变悬架功能,可变转向比,能量回收系统,空气悬架,整体主动转向系统,魔毯智能悬架,单踏板模式,电磁感应悬架
68527,保时捷911,"(标配)运动,(标配)标准/舒适",(标配),(标配),(标配),,"(选配)悬架软硬调节,(选配)悬架高低调节",(标配),,,(选配),,,
57796,保时捷911,"(标配)运动,(标配)标准/舒适",(标配),(标配),(标配),,"(选配)悬架软硬调节,(选配)悬架高低调节",(标配),,,(选配),,,
57802,保时捷911,"(标配)运动,(标配)标准/舒适",(标配),(标配),(标配),,"(标配)悬架软硬调节,(选配)悬架高低调节",(标配),,,(选配),,,
68524,保时捷911,"(标配)运动,(标配)标准/舒适,(标配)越野",(标配),(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),,,(标配),,,
57795,保时捷911,,,,,,,,,,,,,
68520,保时捷911,"(标配)运动,(标配)标准/舒适",(标配),(标配),(标配),,"(标配)悬架软硬调节,(选配)悬架高低调节",(标配),,,,,,
57803,保时捷911,"(标配)运动,(标配)标准/舒适",(标配),(标配),(标配),,"(标配)悬架软硬调节,(选配)悬架高低调节",(标配),,,,,,
56840,保时捷718,"(标配)运动,(标配)标准/舒适",(标配),,(标配),,"(标配)悬架软硬调节,(选配)悬架高低调节",(标配),,,,,,
56845,保时捷718,"(标配)运动,(标配)标准/舒适",(标配),,(标配),,"(标配)悬架软硬调节,(选配)悬架高低调节",(标配),,,,,,
56847,保时捷718,"(标配)运动,(标配)标准/舒适",(标配),,(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),,,,,,
56842,保时捷718,"(标配)运动,(标配)标准/舒适",(标配),,(标配),,"(标配)悬架软硬调节,(选配)悬架高低调节",(标配),,,,,,
53803,保时捷718,"(标配)运动,(标配)标准/舒适",(标配),,(标配),,"(标配)悬架软硬调节,(选配)悬架高低调节",(标配),,,,,,
56844,保时捷718,"(标配)运动,(标配)标准/舒适",(标配),,(标配),,"(标配)悬架软硬调节,(选配)悬架高低调节",(标配),,,,,,
56843,保时捷718,"(标配)运动,(标配)标准/舒适",(标配),,(标配),,"(标配)悬架软硬调节,(选配)悬架高低调节",(标配),,,,,,
63018,保时捷718,"(标配)运动,(标配)标准/舒适",(标配),,(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),,,,,,
56841,保时捷718,"(标配)运动,(标配)标准/舒适",(标配),,(标配),,"(标配)悬架软硬调节,(选配)悬架高低调节",(标配),,,,,,
56848,保时捷718,"(标配)运动,(标配)标准/舒适",(标配),,(标配),,"(标配)悬架软硬调节,(选配)悬架高低调节",(标配),,,,,,
56846,保时捷718,"(标配)运动,(标配)标准/舒适",(标配),,(标配),,"(标配)悬架软硬调节,(选配)悬架高低调节",(标配),,,,,,
60397,保时捷718,"(标配)运动,(标配)标准/舒适",(标配),,(标配),,"(标配)悬架软硬调节,(选配)悬架高低调节",(标配),,,,,,
60396,保时捷718,"(标配)运动,(标配)标准/舒适",(标配),,(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),,,,,,
67097,Taycan,"(标配)运动,(标配)经济,(标配)标准/舒适",,(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),(选配),,,
66694,Taycan,"(标配)运动,(标配)经济,(标配)标准/舒适",,(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),(选配),,,
66696,Taycan,"(标配)运动,(标配)经济,(标配)标准/舒适",,(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),(选配),,,
67096,Taycan,"(标配)运动,(标配)经济,(标配)标准/舒适",,(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),(标配),,,
70717,Taycan,"(标配)运动,(标配)经济,(标配)标准/舒适",,(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),(标配),,,
66697,Taycan,"(标配)运动,(标配)经济,(标配)标准/舒适",,(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),(标配),,,
67999,Taycan,"(标配)运动,(标配)经济,(标配)标准/舒适",,(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),(标配),,,
66590,Taycan,"(标配)运动,(标配)经济,(标配)标准/舒适",,(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),(选配),,,
67098,Taycan,"(标配)运动,(标配)经济,(标配)标准/舒适",,(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),(选配),,,
67099,Taycan,"(标配)运动,(标配)经济,(标配)标准/舒适",,(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),(标配),,,
68381,Cayenne新能源,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野",(标配),(标配),(标配),(标配),"(标配)悬架软硬调节,(标配)悬架高低调节",,(标配),(标配),(选配),,,
64514,Cayenne新能源,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野",(标配),(标配),(标配),(标配),"(标配)悬架软硬调节,(标配)悬架高低调节",,(标配),(标配),(选配),,,
68383,Cayenne新能源,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野",(标配),(标配),(标配),(标配),"(标配)悬架软硬调节,(标配)悬架高低调节",,(标配),(标配),(选配),,,
65016,Cayenne新能源,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野",(标配),(标配),(标配),(标配),"(标配)悬架软硬调节,(标配)悬架高低调节",,(标配),(标配),(选配),,,
68385,Cayenne新能源,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野",(标配),(标配),(标配),(标配),"(标配)悬架软硬调节,(标配)悬架高低调节",,(标配),(标配),(选配),,,
62501,Cayenne新能源,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野",(标配),(标配),(标配),(标配),"(标配)悬架软硬调节,(标配)悬架高低调节",,(标配),(标配),(选配),,,
64513,Cayenne新能源,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野",(标配),(标配),(标配),(标配),"(标配)悬架软硬调节,(标配)悬架高低调节",,(标配),(标配),(选配),,,
68382,Cayenne新能源,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野",(标配),(标配),(标配),(标配),"(标配)悬架软硬调节,(标配)悬架高低调节",,(标配),(标配),(选配),,,
68384,Cayenne新能源,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野",(标配),(标配),(标配),(标配),"(标配)悬架软硬调节,(标配)悬架高低调节",,(标配),(标配),(选配),,,
62500,Cayenne新能源,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野",(标配),(标配),(标配),(标配),"(标配)悬架软硬调节,(标配)悬架高低调节",,(标配),(标配),(选配),,,
65015,Cayenne新能源,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野",(标配),(标配),(标配),(标配),"(标配)悬架软硬调节,(标配)悬架高低调节",,(标配),(标配),(选配),,,
68386,Cayenne新能源,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野",(标配),(标配),(标配),(标配),"(标配)悬架软硬调节,(标配)悬架高低调节",,(标配),(标配),(选配),,,
60569,Macan新能源,"(标配)运动,(标配)标准/舒适,(标配)越野,(标配)自定义/个性化",,(标配),(标配),(标配),"(标配)悬架软硬调节,(标配)悬架高低调节",,(标配),(标配),(选配),,,
72223,Macan新能源,"(标配)运动,(标配)标准/舒适,(标配)越野,(标配)自定义/个性化",,(标配),(标配),(标配),"(选配)悬架软硬调节,(选配)悬架高低调节",,(标配),(选配),(选配),,,
69233,Macan新能源,"(标配)运动,(标配)标准/舒适,(标配)越野,(标配)自定义/个性化",,(标配),(标配),(标配),"(选配)悬架软硬调节,(选配)悬架高低调节",,(标配),(选配),(选配),,,
66569,Macan新能源,"(标配)运动,(标配)标准/舒适,(标配)越野,(标配)自定义/个性化",,(标配),(标配),(标配),"(标配)悬架软硬调节,(标配)悬架高低调节",,(标配),(标配),(标配),,,
56918,Panamera新能源,"(标配)运动,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),(选配),,,
67461,Panamera新能源,"(标配)运动,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),(选配),,,
56917,Panamera新能源,"(标配)运动,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),(标配),,,
67460,Panamera新能源,"(标配)运动,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),(标配),,,
59233,Panamera新能源,"(标配)运动,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),(标配),,,
56910,Panamera新能源,"(标配)运动,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),(选配),,,
56912,Panamera新能源,"(标配)运动,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),(选配),,,
67462,Panamera新能源,"(标配)运动,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),(选配),,,
66022,Panamera新能源,"(标配)运动,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),(选配),,,
59234,Panamera新能源,"(标配)运动,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),(选配),,,
64338,Panamera新能源,"(标配)运动,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),(选配),,,
56913,Panamera新能源,"(标配)运动,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),(选配),,,
56919,Panamera新能源,"(标配)运动,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),(标配),,,
72016,Model Y,"(标配)标准/舒适,(标配)雪地",,(标配),(标配),,,,(标配),,,,(标配),
72017,Model Y,"(标配)运动,(标配)标准/舒适,(标配)雪地",,(标配),(标配),,,,(标配),,,,(标配),
71369,Model 3,"(标配)标准/舒适,(标配)雪地",,(标配),(标配),,,,(标配),,,,(标配),
67550,Model 3,"(标配)运动,(标配)标准/舒适,(标配)雪地",,(标配),(标配),,(标配)悬架软硬调节,,(标配),,,,(标配),
64538,Model 3,"(标配)标准/舒适,(标配)雪地",,(标配),(标配),,,,(标配),,,,(标配),
61092,Model S,"(标配)运动,(标配)标准/舒适,(标配)雪地",,(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),,,(标配),
61210,Model S,"(标配)运动,(标配)标准/舒适,(标配)雪地",,(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),,,(标配),
61211,Model X,"(标配)运动,(标配)标准/舒适,(标配)雪地",,(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),,,(标配),
61093,Model X,"(标配)运动,(标配)标准/舒适,(标配)雪地",,(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",(标配),(标配),(标配),,,(标配),
63903,红旗H5,,(标配),(标配),,,,,,,,,,
69177,红旗H5,,(标配),(标配),,,,,,,,,,
63902,红旗H5,,(标配),(标配),,,,,,,,,,
63907,红旗H5,,,(标配),,,,,(标配),,,,,
69340,红旗H5,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",,(标配),,,,,(标配),,,,,
69242,红旗H5,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",,(标配),,,,,(标配),,,,,
69321,红旗H5,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),,,,,,,,,,
70019,红旗H5,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),,,,,,,,,,
63905,红旗H5,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),,,,,,,,,,
63908,红旗H5,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),,,,,,,,,,
63909,红旗H5,,(标配),(标配),(标配),,,,,,,,,
70017,红旗H5,,(标配),(标配),(标配),,,,,,,,,
70015,红旗H5,,(标配),(标配),(标配),,,,,,,,,
63906,红旗H5,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",,(标配),(标配),,,,(标配),,,,,
63904,红旗H5,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",,(标配),(标配),,,,(标配),,,,,
70018,红旗H5,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),(标配),,,,,,,,,
70016,红旗H5,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),(标配),,,,,,,,,
69339,红旗H5,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),(标配),,,,,,,,,
71604,红旗天工05,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",,(标配),(标配),,,,(标配),,,,,
71948,红旗天工05,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",,(标配),(标配),,,,(标配),,,,,
71947,红旗天工05,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",,(标配),(标配),,,,(标配),,,,,
70751,红旗天工05,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",,(标配),(标配),,,,(标配),,,,,
61265,红旗HS5,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)雪地",(标配),(标配),(标配),(标配),,,,,,,,
63026,红旗HS5,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)雪地",(标配),(标配),(标配),(标配),,,,,,,,
68097,红旗HS5,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)雪地",(标配),(标配),(标配),(标配),,,,,,,,
69975,红旗HS5,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)雪地",(标配),(标配),(标配),(标配),,,,,,,,
63025,红旗HS5,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)雪地",(标配),(标配),(标配),(标配),,,,,,,,
70613,红旗HS5,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)雪地",(标配),(标配),(标配),(标配),,,,,,,,
69976,红旗HS5,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)雪地",(标配),(标配),(标配),(标配),(标配)悬架软硬调节,,,,,,,
63024,红旗HS5,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)雪地",(标配),(标配),,(标配),,,,,,,,
70614,红旗HS5,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)雪地",(标配),(标配),,(标配),,,,,,,,
63027,红旗HS5,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)雪地",(标配),(标配),,(标配),,,,,,,,
69977,红旗HS5,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)雪地",(标配),(标配),,(标配),,,,,,,,
69978,红旗HS5,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)雪地",(标配),(标配),,(标配),(标配)悬架软硬调节,,,,,,,
64121,红旗H9,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地",(标配),(标配),,,,,(标配),,,,,
67955,红旗H9,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地",(标配),(标配),,,,,(标配),,,,,
64122,红旗H9,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地",(标配),(标配),,,,,(标配),,,,,
63389,红旗H9,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地",(标配),(标配),,,,,(标配),,,,,
57026,红旗H9,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地",(标配),(标配),,,"(标配)悬架软硬调节,(标配)悬架高低调节",,,(标配),,,,
67958,红旗H9,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地",(标配),(标配),,,"(标配)悬架软硬调节,(标配)悬架高低调节",,,(标配),,,,
64123,红旗H9,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地",(标配),(标配),,,"(标配)悬架软硬调节,(标配)悬架高低调节",,,(标配),,,,
67893,红旗H9,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地",(标配),(标配),(标配),,,,(标配),,,,,
67959,红旗H9,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地",(标配),(标配),(标配),,,,(标配),,,,,
63381,红旗H9,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地",(标配),(标配),(标配),,,,(标配),,,,,
66480,红旗H9,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地",(标配),(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",,,(标配),,,,
67956,红旗H9,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地",(标配),(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",,,(标配),,,,
67957,红旗H9,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地",(标配),(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",,,(标配),,,,
63687,红旗HS3,"(标配)运动,(标配)经济,(标配)标准/舒适",(标配),(标配),(标配),,,,,,,,,
63841,红旗HS3,"(标配)运动,(标配)经济,(标配)标准/舒适",(标配),(标配),(标配),,,,,,,,,
63607,红旗HS3,"(标配)运动,(标配)经济,(标配)标准/舒适",(标配),(标配),(标配),,,,,,,,,
69593,红旗HS3,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),(标配),,,,,,,,,
69591,红旗HS3,"(标配)运动,(标配)经济,(标配)标准/舒适",(标配),(标配),(标配),,,,,,,,,
61560,红旗HS3,"(标配)运动,(标配)经济,(标配)标准/舒适",(标配),(标配),(标配),,,,,,,,,
69590,红旗HS3,"(标配)运动,(标配)经济,(标配)标准/舒适",(标配),(标配),(标配),,,,,,,,,
63436,红旗HS3,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),(标配),,,,,,,,,
69592,红旗HS3,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),(标配),(标配),,,,,,,,
68717,红旗H6,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),,,,,,,,,,
68719,红旗H6,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),,,,,,,,,,
68716,红旗H6,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),,,,,,,,,,
53875,红旗H6,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),,,,,,,,,,
61840,红旗H6,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),,,(标配)悬架软硬调节,,,,,,,
68718,红旗H6,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),(标配),,,,,,,,,
61842,红旗H6,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),(标配),,,,,,,,,
61841,红旗H6,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),(标配),,,,,,,,,
68715,红旗H6,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)自定义/个性化",(标配),(标配),(标配),,(标配)悬架软硬调节,,,,,,,
63962,红旗HS7,"(标配)运动,(标配)经济,(标配)标准/舒适",,,(标配),,,,,,,,,
63959,红旗HS7,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)自定义/个性化",,,(标配),(标配),,,,,,,,
63854,红旗HS7,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)自定义/个性化",,,(标配),(标配),,,,,,,,
69699,红旗HS7,"(标配)运动,(标配)经济,(标配)标准/舒适",,,,,,,,,,,,
63961,红旗HS7,"(标配)运动,(标配)经济,(标配)标准/舒适",,,,,,,,,,,,
62742,红旗HS7,"(标配)运动,(标配)经济,(标配)标准/舒适",,,,,,,,,,,,
63960,红旗HS7,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)自定义/个性化",,,,,,,,,,,,
63963,红旗HS7,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)自定义/个性化",,,,,,,,,,,,
69697,红旗HS7,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)自定义/个性化",,,,,(标配)悬架软硬调节,,,,,,,
69698,红旗HS7,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)自定义/个性化",,,,,(标配)悬架软硬调节,,,,,,,
67736,红旗国雅,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地,(标配)自定义/个性化",(标配),(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",,(标配),(标配),(标配),,,
67737,红旗国雅,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地,(标配)自定义/个性化",(标配),(标配),(标配),,"(标配)悬架软硬调节,(标配)悬架高低调节",,(标配),(标配),(标配),,,
69707,红旗HS7 PHEV,"(标配)运动,(标配)经济,(标配)标准/舒适",,(标配),(标配),(标配),,,(标配),,,,,
72395,红旗HS7 PHEV,"(标配)运动,(标配)经济,(标配)标准/舒适",,(标配),(标配),(标配),,,(标配),,,,,
69706,红旗HS7 PHEV,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)自定义/个性化",,(标配),(标配),(标配),,,(标配),,,,,
69072,红旗HS7 PHEV,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)自定义/个性化",,(标配),(标配),(标配),,,(标配),,,,,
66660,红旗HS7 PHEV,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)自定义/个性化",,(标配),(标配),(标配),(标配)悬架软硬调节,,(标配),,,,,
72394,红旗HS7 PHEV,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)自定义/个性化",,(标配),(标配),(标配),(标配)悬架软硬调节,,(标配),,,,,
67710,红旗E-QM5,"(标配)经济,(标配)标准/舒适",,(标配),(标配),,,,(标配),,,,,
67711,红旗E-QM5,"(标配)经济,(标配)标准/舒适",,(标配),(标配),,,,(标配),,,,,
56058,红旗E-QM5,"(标配)经济,(标配)标准/舒适",,(标配),(标配),,,,(标配),,,,,
67051,红旗E-QM5,"(标配)经济,(标配)标准/舒适",,(标配),(标配),,,,(标配),,,,,
67709,红旗E-QM5,"(标配)经济,(标配)标准/舒适",,(标配),(标配),,,,(标配),,,,,
60001,红旗国礼,"(标配)运动,(标配)标准/舒适",,(标配),(标配),,,,,,,,,
67738,红旗HS3 PHEV,"(标配)运动,(标配)经济,(标配)标准/舒适",(标配),(标配),(标配),,,,(标配),,,,,
56719,红旗国耀,"(标配)运动,(标配)标准/舒适,(标配)越野,(标配)雪地",,(标配),(标配),(标配),,,,,,,,
56746,红旗国耀,"(标配)运动,(标配)标准/舒适,(标配)越野,(标配)雪地",,(标配),(标配),(标配),,,,,,,,
59647,红旗HQ9,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地",(标配),(标配),(标配),,,,(标配),,,,,
59645,红旗HQ9,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地",(标配),(标配),(标配),,,,(标配),,,,,
59648,红旗HQ9,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地",(标配),(标配),(标配),,,,(标配),,,,,
67498,红旗HQ9,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地",(标配),(标配),(标配),,,,(标配),,,,,
72474,红旗HQ9,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地",(标配),(标配),(标配),,,,(标配),,,,,
67496,红旗HQ9,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地",(标配),(标配),(标配),,,,(标配),,,,,
67497,红旗HQ9,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地",(标配),(标配),(标配),,,,(标配),,,,,
56745,红旗HQ9,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地",(标配),(标配),(标配),,,,(标配),,,,,
59646,红旗HQ9,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地",(标配),(标配),(标配),,,,(标配),,,,,
1015217,红旗国悦,,,,,,,,,,,,,
1018221,红旗国悦,,,,,,,,,,,,,
1017569,红旗国悦,,,,,,,,,,,,,
1017568,红旗国悦,,,,,,,,,,,,,
1018220,红旗国悦,,,,,,,,,,,,,
66441,红旗天工08,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地,(标配)自定义/个性化",,(标配),(标配),(标配),,(标配),(标配),,,,,
72443,红旗天工08,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)雪地,(标配)自定义/个性化",,(标配),(标配),(标配),(标配)悬架软硬调节,(标配),(标配),,,,,
71322,红旗天工08,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地,(标配)自定义/个性化",,(标配),(标配),(标配),,(标配),(标配),,,,,
72444,红旗天工08,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地,(标配)自定义/个性化",,(标配),(标配),(标配),,(标配),(标配),,,,,
66466,红旗天工08,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)雪地,(标配)自定义/个性化",,(标配),(标配),(标配),"(标配)悬架软硬调节,(选配)悬架高低调节",(标配),(标配),(选配),(选配),,,
71321,红旗天工08,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)雪地,(标配)自定义/个性化",,(标配),(标配),(标配),(标配)悬架软硬调节,(标配),(标配),,,,,
71320,红旗天工08,"(标配)运动,(标配)经济,(标配)标准/舒适,(标配)越野,(标配)雪地,(标配)自定义/个性化",,(标配),(标配),(标配),"(标配)悬架软硬调节,(选配)悬架高低调节",(标配),(标配),(选配),(选配),,,
67052,红旗E-HS9,"(标配)运动,(标配)标准/舒适,(标配)越野,(标配)雪地",,(标配),(标配),(标配),,,(标配),,,,,
69768,红旗E-HS9,"(标配)运动,(标配)标准/舒适,(标配)越野,(标配)雪地",,(标配),(标配),(标配),,,(标配),,,,,
69770,红旗E-HS9,"(标配)运动,(标配)标准/舒适,(标配)越野,(标配)雪地",,(标配),(标配),(标配),"(标配)悬架软硬调节,(标配)悬架高低调节",,(标配),(标配),,,,
67054,红旗E-HS9,"(标配)运动,(标配)标准/舒适,(标配)越野,(标配)雪地",,(标配),(标配),(标配),"(标配)悬架软硬调节,(标配)悬架高低调节",,(标配),(标配),,,,
