CAR_ID,品牌系列,扬声器品牌名称,扬声器数量,杜比全景声(Dolby Atmos),车内环境氛围灯,主动式环境氛围灯,触摸式阅读灯,车外扬声器数量
67640,探岳X,,(标配)6喇叭,,"(标配)单色,(选配)30色",,,
62195,探岳X,,(标配)8喇叭,,(标配)30色,,,
58500,探岳X,(标配)Harman/Kardon哈曼卡顿,(标配)10喇叭,,(标配)30色,,,
59533,帕萨特新能源,,(标配)8喇叭,,(标配)单色,,(标配),
59532,帕萨特新能源,,(标配)8喇叭,,(标配)10色,,(标配),
54800,迈腾GTE插电混动,,(标配)8喇叭,,(标配)单色,,,
54801,迈腾GTE插电混动,,(标配)8喇叭,,(标配)30色,,,
59087,途观L新能源,,(标配)8喇叭,,(标配)单色,,,
59086,途观L新能源,,(标配)8喇叭,,(标配)30色,,,
55512,途锐新能源,,(标配)10喇叭,,(标配)30色,,(标配),
66573,探岳GTE插电混动,,(标配)6喇叭,,"(标配)单色,(选配)30色",,,
71531,奥迪A6L,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)16喇叭",,(标配)多色,,(标配),
71530,奥迪A6L,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)16喇叭",,(标配)多色,,(标配),
72049,奥迪A6L,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)16喇叭",,(标配)多色,,(标配),
71526,奥迪A6L,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)16喇叭",,(标配)多色,,(标配),
71527,奥迪A6L,(标配)Bang & Olufsen,(标配)16喇叭,,(标配)多色,,(标配),
71995,奥迪A6L,(标配)Bang & Olufsen,(标配)16喇叭,,(标配)多色,,(标配),
71528,奥迪A6L,(标配)Bang & Olufsen,(标配)16喇叭,,(标配)多色,,(标配),
65347,奥迪Q5L,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)19喇叭",,(标配)30色,,(标配),
68853,奥迪Q5L,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)19喇叭",,(标配)30色,,(标配),
68852,奥迪Q5L,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)19喇叭",,(标配)30色,,(标配),
68851,奥迪Q5L,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)19喇叭",,(标配)30色,,(标配),
65348,奥迪Q5L,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
65351,奥迪Q5L,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
71980,奥迪Q5L,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
71981,奥迪Q5L,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
71982,奥迪Q5L,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)19喇叭",,"(标配)单色,(选配)30色",,(标配),
71979,奥迪Q5L,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)19喇叭",,(标配)30色,,(标配),
68854,奥迪Q5L,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)19喇叭",,(标配)30色,,(标配),
65349,奥迪Q5L,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
65350,奥迪Q5L,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
65000,奥迪A4L,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)19喇叭",,(标配)30色,,(标配),
69124,奥迪A4L,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)19喇叭",,(标配)30色,,(标配),
65293,奥迪A4L,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
65296,奥迪A4L,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
69123,奥迪A4L,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)19喇叭",,"(标配)单色,(选配)30色",,(标配),
65295,奥迪A4L,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)19喇叭",,(标配)30色,,(标配),
69122,奥迪A4L,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
65294,奥迪A4L,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)19喇叭",,(标配)30色,,(标配),
69125,奥迪A4L,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
70481,奥迪Q7,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)19喇叭",,(标配)30色,,(标配),
68679,奥迪Q7,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
68681,奥迪Q7,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
68682,奥迪Q7,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
68680,奥迪Q7,(标配)Bang & Olufsen,"(标配)19喇叭,(选配)23喇叭",,(标配)30色,,(标配),
70931,奥迪Q7,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)19喇叭",,(标配)30色,,(标配),
70483,奥迪Q7,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)19喇叭",,(标配)30色,,(标配),
70480,奥迪Q7,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
70482,奥迪Q7,(标配)Bang & Olufsen,"(标配)19喇叭,(选配)23喇叭",,(标配)30色,,(标配),
68726,奥迪A3,(选配)SONOS,"(标配)8喇叭,(选配)15喇叭",,(选配)30色,,(标配),
70232,奥迪A3,(选配)SONOS,"(标配)8喇叭,(选配)15喇叭",,(标配)30色,,(标配),
64853,奥迪A3,(选配)SONOS,"(标配)8喇叭,(选配)15喇叭",,(标配)30色,,(标配),
64858,奥迪A3,(选配)SONOS,"(标配)8喇叭,(选配)15喇叭",,(选配)30色,,(标配),
69761,奥迪A3,(选配)SONOS,"(标配)8喇叭,(选配)15喇叭",,(标配)30色,,(标配),
64854,奥迪A3,(选配)SONOS,"(标配)8喇叭,(选配)15喇叭",,(标配)30色,,(标配),
64856,奥迪A3,(选配)Bang & Olufsen,"(标配)8喇叭,(选配)14喇叭",,(选配)30色,,(标配),
64859,奥迪A3,(选配)Bang & Olufsen,"(标配)8喇叭,(选配)14喇叭",,(选配)30色,,(标配),
69763,奥迪A3,(选配)Bang & Olufsen,"(标配)8喇叭,(选配)14喇叭",,(标配)30色,,(标配),
64857,奥迪A3,(选配)Bang & Olufsen,"(标配)8喇叭,(选配)14喇叭",,(标配)30色,,(标配),
64861,奥迪A3,(选配)Bang & Olufsen,"(标配)8喇叭,(选配)14喇叭",,(标配)30色,,(标配),
70233,奥迪A3,(选配)Bang & Olufsen,"(标配)8喇叭,(选配)14喇叭",,(标配)30色,,(标配),
64864,奥迪A3,(选配)Bang & Olufsen,"(标配)8喇叭,(选配)14喇叭",,(选配)30色,,(标配),
64863,奥迪A3,(选配)Bang & Olufsen,"(标配)8喇叭,(选配)14喇叭",,(选配)30色,,(标配),
64862,奥迪A3,(选配)Bang & Olufsen,"(标配)8喇叭,(选配)14喇叭",,(选配)30色,,(标配),
64855,奥迪A3,(选配)Bang & Olufsen,"(标配)8喇叭,(选配)14喇叭",,(标配)30色,,(标配),
69762,奥迪A3,(选配)Bang & Olufsen,"(标配)8喇叭,(选配)14喇叭",,(标配)30色,,(标配),
64860,奥迪A3,(选配)Bang & Olufsen,"(标配)8喇叭,(选配)14喇叭",,(标配)30色,,(标配),
64865,奥迪A3,(选配)Bang & Olufsen,"(标配)8喇叭,(选配)14喇叭",,(标配)30色,,(标配),
64866,奥迪A3,(选配)Bang & Olufsen,"(标配)8喇叭,(选配)14喇叭",,(标配)30色,,(标配),
66886,奥迪A7L,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)16喇叭",,(标配)30色,,(标配),
66755,奥迪A7L,(标配)Bang & Olufsen,(标配)16喇叭,,(标配)30色,,(标配),
66790,奥迪A7L,(标配)Bang & Olufsen,(标配)16喇叭,,(标配)30色,,(标配),
66891,奥迪A7L,(标配)Bang & Olufsen,(标配)16喇叭,,(标配)30色,,(标配),
66890,奥迪A7L,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)16喇叭",,(标配)30色,,(标配),
66887,奥迪A7L,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)16喇叭",,(标配)30色,,(标配),
66889,奥迪A7L,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)16喇叭",,(标配)30色,,(标配),
65482,奥迪A8,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)17喇叭,(选配)23喇叭",,(标配)多色,,(标配),
64041,奥迪A8,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)17喇叭,(选配)23喇叭",,(标配)多色,,(标配),
70490,奥迪A8,(标配)Bang & Olufsen,"(标配)17喇叭,(选配)23喇叭",,(标配)多色,,(标配),
64046,奥迪A8,(标配)Bang & Olufsen,(标配)23喇叭,,(标配)多色,,(标配),
70485,奥迪A8,(标配)Bang & Olufsen,(标配)23喇叭,,(标配)多色,,(标配),
64045,奥迪A8,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)17喇叭,(选配)23喇叭",,(标配)多色,,(标配),
67356,奥迪A8,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)17喇叭,(选配)23喇叭",,(标配)多色,,(标配),
64043,奥迪A8,(标配)Bang & Olufsen,"(标配)17喇叭,(选配)23喇叭",,(标配)多色,,(标配),
70489,奥迪A8,(标配)Bang & Olufsen,"(标配)17喇叭,(选配)23喇叭",,(标配)多色,,(标配),
70484,奥迪A8,(标配)Bang & Olufsen,"(标配)17喇叭,(选配)23喇叭",,(标配)多色,,(标配),
64042,奥迪A8,(标配)Bang & Olufsen,(标配)23喇叭,,(标配)多色,,(标配),
64047,奥迪A8,(标配)Bang & Olufsen,(标配)23喇叭,,(标配)多色,,(标配),
70487,奥迪A8,(标配)Bang & Olufsen,(标配)23喇叭,,(标配)多色,,(标配),
64044,奥迪A8,(标配)Bang & Olufsen,(标配)23喇叭,,(标配)多色,,(标配),
70865,奥迪A6(进口),(选配)Bang & Olufsen,"(选配)≥12喇叭,(标配)10-11喇叭",,(标配)30色,,(标配),
70866,奥迪A6(进口),(标配)Bang & Olufsen,(标配)≥12喇叭,,(标配)30色,,(标配),
69186,奥迪A6(进口),(选配)Bang & Olufsen,"(选配)≥12喇叭,(标配)10-11喇叭",,(标配)30色,,(标配),
65706,奥迪A6(进口),(标配)Bang & Olufsen,(标配)≥12喇叭,,(标配)30色,,(标配),
65707,奥迪A6(进口),(选配)Bang & Olufsen,"(选配)≥12喇叭,(标配)10-11喇叭",,(标配)30色,,(标配),
69185,奥迪A6(进口),(选配)Bang & Olufsen,"(选配)≥12喇叭,(标配)10-11喇叭",,(标配)30色,,(标配),
65002,奥迪Q3,(选配)SONOS,(选配)12喇叭,,(标配)30色,,,
63974,奥迪Q3,(选配)SONOS,(选配)12喇叭,,(标配)30色,,,
63985,奥迪Q3,(选配)SONOS,(选配)12喇叭,,(标配)30色,,,
63983,奥迪Q3,(选配)SONOS,(选配)12喇叭,,(标配)30色,,,
63986,奥迪Q3,(选配)SONOS,(选配)12喇叭,,(标配)30色,,,
63984,奥迪Q3,(选配)SONOS,(选配)12喇叭,,(标配)30色,,,
63988,奥迪Q3,(选配)SONOS,(选配)12喇叭,,(标配)30色,,,
63989,奥迪Q3,(选配)SONOS,(选配)12喇叭,,(标配)30色,,,
63987,奥迪Q3,(选配)SONOS,(选配)12喇叭,,(标配)30色,,,
63724,奥迪Q3,(选配)SONOS,(选配)12喇叭,,(标配)30色,,,
64926,奥迪Q6,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)14喇叭",,(标配)单色,,,
66295,奥迪Q6,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)14喇叭",,(标配)30色,,,
64920,奥迪Q6,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)14喇叭",,(标配)单色,,,
64916,奥迪Q6,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)14喇叭",,(标配)30色,,,
64915,奥迪Q6,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)14喇叭",,(标配)30色,,,
64925,奥迪Q6,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)14喇叭",,(标配)30色,,,
66294,奥迪Q6,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)14喇叭",,(标配)30色,,,
64913,奥迪Q6,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)14喇叭",,(标配)30色,,,
64919,奥迪Q6,,(标配)10喇叭,,(标配)30色,,,
64918,奥迪Q6,(标配)Bang & Olufsen,(标配)14喇叭,,(标配)30色,,,
64922,奥迪Q6,(标配)Bang & Olufsen,(标配)14喇叭,,(标配)30色,,,
64917,奥迪Q6,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)14喇叭",,(标配)30色,,,
64914,奥迪Q6,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)14喇叭",,(标配)30色,,,
64921,奥迪Q6,(标配)Bang & Olufsen,(标配)14喇叭,,(标配)30色,,,
64927,奥迪Q6,(标配)Bang & Olufsen,(标配)14喇叭,,(标配)30色,,,
65914,奥迪Q6,(标配)Bang & Olufsen,(标配)14喇叭,,(标配)30色,,,
64923,奥迪Q6,(标配)Bang & Olufsen,(标配)14喇叭,,(标配)30色,,,
64928,奥迪Q6,(标配)Bang & Olufsen,(标配)14喇叭,,(标配)30色,,,
64924,奥迪Q6,(标配)Bang & Olufsen,(标配)14喇叭,,(标配)30色,,,
70824,奥迪A7,(标配)Bang & Olufsen,"(标配)16喇叭,(选配)23喇叭",,(标配)30色,,(标配),
70823,奥迪A7,(标配)Bang & Olufsen,"(标配)16喇叭,(选配)23喇叭",,(标配)30色,,(标配),
65818,奥迪A7,(标配)Bang & Olufsen,"(标配)16喇叭,(选配)23喇叭",,(标配)30色,,(标配),
65819,奥迪A7,(标配)Bang & Olufsen,"(标配)16喇叭,(选配)23喇叭",,(标配)30色,,(标配),
65855,奥迪A7,(标配)Bang & Olufsen,"(标配)16喇叭,(选配)23喇叭",,(标配)30色,,(标配),
70825,奥迪A7,(标配)Bang & Olufsen,"(标配)16喇叭,(选配)23喇叭",,(标配)30色,,(标配),
66015,奥迪A5(进口),(选配)Bang & Olufsen,"(标配)10喇叭,(选配)19喇叭",,(标配)30色,,(标配),
66014,奥迪A5(进口),(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
66013,奥迪A5(进口),(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
66011,奥迪A5(进口),(选配)Bang & Olufsen,"(标配)10喇叭,(选配)19喇叭",,(标配)30色,,(标配),
66012,奥迪A5(进口),(选配)Bang & Olufsen,"(标配)10喇叭,(选配)19喇叭",,(标配)30色,,(标配),
71277,奥迪Q2L,(选配)SONOS,"(标配)8喇叭,(选配)14喇叭",,(标配)10色,,(标配),
70132,奥迪Q2L,(选配)SONOS,"(标配)8喇叭,(选配)14喇叭",,(标配)10色,,(标配),
71275,奥迪Q2L,(选配)SONOS,"(标配)8喇叭,(选配)14喇叭",,(标配)10色,,(标配),
70131,奥迪Q2L,(选配)SONOS,"(标配)8喇叭,(选配)14喇叭",,(标配)10色,,(标配),
71276,奥迪Q2L,(选配)SONOS,"(标配)8喇叭,(选配)14喇叭",,(标配)10色,,(标配),
71274,奥迪Q2L,(标配)SONOS,(标配)14喇叭,,(标配)10色,,(标配),
71273,奥迪Q2L,(标配)SONOS,(标配)14喇叭,,(标配)10色,,(标配),
69018,奥迪Q8,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)16喇叭",,(标配)30色,,(标配),
64630,奥迪Q8,(标配)Bang & Olufsen,(标配)16喇叭,,(标配)30色,,(标配),
69019,奥迪Q8,(标配)Bang & Olufsen,(标配)16喇叭,,(标配)30色,,(标配),
69020,奥迪Q8,(标配)Bang & Olufsen,"(标配)16喇叭,(选配)23喇叭",,(标配)30色,,(标配),
64252,奥迪S4,(标配)Bang & Olufsen,(标配)≥12喇叭,,(标配)30色,,(标配),
64253,奥迪S4,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
65951,奥迪A4(进口),(选配)Bang & Olufsen,"(标配)8喇叭,(选配)19喇叭",,(标配)单色,,(标配),
65961,奥迪A4(进口),(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
62273,奥迪Q5 e-tron,,(标配)7喇叭,,"(标配)单色,(选配)30色",,(标配),
62272,奥迪Q5 e-tron,,(标配)7喇叭,,"(标配)单色,(选配)30色",,(标配),
62271,奥迪Q5 e-tron,(选配)Bang & Olufsen,"(标配)7喇叭,(选配)13喇叭",,"(标配)单色,(选配)30色",,(标配),
68572,奥迪Q5 e-tron,(选配)Bang & Olufsen,"(标配)7喇叭,(选配)13喇叭",,"(标配)单色,(选配)30色",,(标配),
62270,奥迪Q5 e-tron,(选配)Bang & Olufsen,"(标配)7喇叭,(选配)13喇叭",,"(标配)单色,(选配)30色",,(标配),
62267,奥迪Q5 e-tron,(选配)Bang & Olufsen,"(标配)7喇叭,(选配)13喇叭",,"(标配)单色,(选配)30色",,(标配),
68571,奥迪Q5 e-tron,(标配)Bang & Olufsen,(标配)13喇叭,,(标配)单色,,(标配),
62274,奥迪Q5 e-tron,(标配)Bang & Olufsen,(标配)13喇叭,,(标配)单色,,(标配),
62268,奥迪Q5 e-tron,(标配)Bang & Olufsen,(标配)13喇叭,,(标配)单色,,(标配),
62269,奥迪Q5 e-tron,(标配)Bang & Olufsen,(标配)13喇叭,,"(标配)单色,(选配)30色",,(标配),
62278,奥迪Q5 e-tron,(标配)Bang & Olufsen,(标配)13喇叭,,"(标配)单色,(选配)30色",,(标配),
62277,奥迪Q5 e-tron,(标配)Bang & Olufsen,(标配)13喇叭,,"(标配)单色,(标配)30色",,(标配),
62276,奥迪Q5 e-tron,(标配)Bang & Olufsen,(标配)13喇叭,,"(标配)单色,(标配)30色",,(标配),
62275,奥迪Q5 e-tron,(标配)Bang & Olufsen,(标配)13喇叭,,"(标配)单色,(标配)30色",,(标配),
65049,奥迪Q4 e-tron,(选配)SONOS,"(选配)≥12喇叭,(标配)8-9喇叭",,(标配)多色,,(标配),
65051,奥迪Q4 e-tron,(选配)SONOS,"(选配)≥12喇叭,(标配)8-9喇叭",,(标配)多色,,(标配),
65050,奥迪Q4 e-tron,(选配)SONOS,"(选配)≥12喇叭,(标配)8-9喇叭",,(标配)多色,,(标配),
65047,奥迪Q4 e-tron,(标配)SONOS,(标配)≥12喇叭,,(标配)多色,,(标配),
69007,奥迪Q5L Sportback,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)19喇叭",,(标配)30色,,(标配),
65465,奥迪Q5L Sportback,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)19喇叭",,(标配)30色,,(标配),
65467,奥迪Q5L Sportback,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
65466,奥迪Q5L Sportback,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)19喇叭",,(标配)30色,,(标配),
71978,奥迪Q5L Sportback,(选配)Bang & Olufsen,"(标配)10喇叭,(选配)19喇叭",,(标配)30色,,(标配),
69008,奥迪Q5L Sportback,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
66263,奥迪RS 7,(标配)Bang & Olufsen,"(标配)≥12喇叭,(选配)19喇叭",,(标配)30色,,(标配),
66265,奥迪RS 6,(标配)Bang & Olufsen,(标配)17喇叭,,(标配)30色,,(标配),
66639,奥迪RS 6,(标配)Bang & Olufsen,"(标配)≥12喇叭,(选配)19喇叭",,(标配)30色,,(标配),
66009,奥迪S5,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)多色,,(标配),
66010,奥迪S5,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)多色,,(标配),
66008,奥迪S5,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)多色,,(标配),
66276,奥迪RS 4,(标配)Bang & Olufsen,(标配)14喇叭,,(标配)30色,,(标配),
66275,奥迪RS 4,(标配)Bang & Olufsen,(标配)14喇叭,,(标配)30色,,(标配),
66274,奥迪RS 4,(标配)Bang & Olufsen,(标配)14喇叭,,(标配)30色,,(标配),
71606,奥迪RS Q8,(标配)Bang & Olufsen,(标配)23喇叭,,(标配)30色,,(标配),
55117,奥迪RS Q8,(标配)Bang & Olufsen,"(标配)16喇叭,(选配)23喇叭",,(标配)30色,,(标配),
66268,奥迪RS 5,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
66267,奥迪RS 5,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
66269,奥迪RS 5,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
66270,奥迪RS 5,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
66271,奥迪RS 5,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
66272,奥迪RS 5,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
63435,奥迪SQ5,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
66921,奥迪SQ5,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
64048,奥迪S8,(标配)Bang & Olufsen,(标配)23喇叭,,(标配)多色,,(标配),
70491,奥迪S8,(标配)Bang & Olufsen,(标配)23喇叭,,(标配)多色,,(标配),
63981,奥迪Q3 Sportback,(选配)SONOS,"(选配)≥12喇叭,(标配)10-11喇叭",,(标配)30色,,,
63979,奥迪Q3 Sportback,(选配)SONOS,"(选配)≥12喇叭,(标配)10-11喇叭",,(标配)30色,,,
63982,奥迪Q3 Sportback,(选配)SONOS,"(选配)≥12喇叭,(标配)10-11喇叭",,(标配)30色,,,
63975,奥迪Q3 Sportback,(选配)SONOS,"(选配)≥12喇叭,(标配)10-11喇叭",,(标配)30色,,,
63980,奥迪Q3 Sportback,(选配)SONOS,"(选配)≥12喇叭,(标配)10-11喇叭",,(标配)30色,,,
63692,奥迪e-tron GT,(标配)Bang & Olufsen,(标配)16喇叭,,(标配)多色,,,
65368,奥迪SQ7,(标配)Bang & Olufsen,(标配)23喇叭,,(标配)30色,,(标配),
68828,奥迪SQ7,(标配)Bang & Olufsen,"(标配)19喇叭,(选配)23喇叭,(标配)待查",,(标配)30色,,(标配),
67100,奥迪S6,(标配)Bang & Olufsen,"(标配)16喇叭,(选配)19喇叭",,(标配)多色,,(标配),
61540,奥迪S6,(标配)Bang & Olufsen,"(标配)16喇叭,(选配)19喇叭",,(标配)多色,,(标配),
57861,奥迪S7,(标配)Bang & Olufsen,"(标配)≥12喇叭,(选配)19喇叭",,(标配)30色,,(标配),
65820,奥迪S7,(标配)Bang & Olufsen,"(标配)≥12喇叭,(选配)19喇叭",,(标配)30色,,(标配),
65055,奥迪S7,(标配)Bang & Olufsen,"(标配)≥12喇叭,(选配)19喇叭",,(标配)30色,,(标配),
55144,奥迪Q2L e-tron,(选配)SONOS,"(标配)6喇叭,(选配)8喇叭,(选配)14喇叭",,(标配)10色,,(标配),
60410,奥迪RS e-tron GT,(标配)Bang & Olufsen,(标配)待查,,(标配)多色,,,
59025,奥迪SQ5 Sportback,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
67867,奥迪SQ5 Sportback,(标配)Bang & Olufsen,(标配)19喇叭,,(标配)30色,,(标配),
72191,雅阁,,(标配)4喇叭,,,,(标配),
70027,雅阁,,(标配)8喇叭,,(标配)多色,,(标配),
70014,雅阁,(标配)BOSE,(标配)12喇叭,,(标配)多色,,(标配),
72256,雅阁,,(标配)4喇叭,,,,(标配),
70028,雅阁,,(标配)8喇叭,,(标配)多色,,(标配),
70026,雅阁,(标配)BOSE,(标配)12喇叭,,(标配)多色,,(标配),
72124,雅阁,(标配)BOSE,(标配)12喇叭,,(标配)多色,,(标配),
71939,本田CR-V,,(标配)8喇叭,,,,,
63479,本田CR-V,,(标配)8喇叭,,,,,
71936,本田CR-V,,(标配)4喇叭,,,,(标配),
63480,本田CR-V,,(标配)8喇叭,,,,(标配),
67569,本田CR-V,,(标配)8喇叭,,,,(标配),
61271,本田CR-V,,(标配)8喇叭,,,,(标配),
71938,本田CR-V,,(标配)8喇叭,,,,(标配),
71942,本田CR-V,,(标配)8喇叭,,,,(标配),
71937,本田CR-V,(标配)BOSE,(标配)12喇叭,,(标配)单色,,(标配),
71941,本田CR-V,,(标配)4喇叭,,,,,
71940,本田CR-V,,(标配)4喇叭,,,,,
67568,本田CR-V,(标配)BOSE,(标配)12喇叭,,(标配)单色,,,
60767,思域,,(标配)2喇叭,,,,,
59054,思域,,(标配)2喇叭,,,,,
58217,思域,,(标配)8喇叭,,,,,
53177,思域,,(标配)8喇叭,,(标配)单色,,,
59067,思域,(标配)BOSE,(标配)12喇叭,,(标配)单色,,,
72008,思域,,(标配)8喇叭,,,,,
71955,思域,,(标配)8喇叭,,(标配)单色,,,
53219,思域,,(标配)8喇叭,,(标配)单色,,,
72011,思域,,(标配)8喇叭,,,,,
53268,思域,,(标配)8喇叭,,(标配)单色,,,
69138,思域,(标配)BOSE,(标配)12喇叭,,(标配)单色,,,
53266,思域,,(标配)8喇叭,,,,,
59069,思域,,(标配)8喇叭,,(标配)单色,,,
58216,思域,,(标配)8喇叭,,,,,
72009,思域,,(标配)8喇叭,,,,,
59068,思域,,(标配)8喇叭,,,,,
71954,思域,,(标配)8喇叭,,,,,
61020,思域,,(标配)8喇叭,,(标配)单色,,,
53267,思域,,(标配)8喇叭,,(标配)单色,,,
57610,思域,,(标配)8喇叭,,(标配)单色,,,
56676,思域,,(标配)2喇叭,,,,,
62373,思域,,(标配)8喇叭,,,,,
57576,思域,,(标配)8喇叭,,,,,
53265,思域,,(标配)8喇叭,,,,,
57577,思域,,(标配)8喇叭,,(标配)单色,,,
69140,思域,,(标配)8喇叭,,,,,
72010,思域,,(标配)8喇叭,,(标配)单色,,,
63458,奥德赛,,(标配)2喇叭,,,,,
63455,奥德赛,,(标配)6喇叭,,,,,
63453,奥德赛,,(标配)6喇叭,,,,,
63457,奥德赛,,(标配)6喇叭,,,,,
63454,奥德赛,,(标配)6喇叭,,,,,
63459,奥德赛,,(标配)6喇叭,,,,,
63456,奥德赛,,(标配)10喇叭,,(标配),,,
70326,皓影,,(标配)4喇叭,,,,(标配),
70317,皓影,,(标配)8喇叭,,,,(标配),
70319,皓影,,(标配)8喇叭,,,,(标配),
70322,皓影,(标配)BOSE,(标配)12喇叭,,,,(标配),
70325,皓影,(标配)BOSE,(标配)12喇叭,,(标配)单色,,(标配),
70324,皓影,,(标配)4喇叭,,,,(标配),
70323,皓影,,(标配)8喇叭,,,,(标配),
70321,皓影,,(标配)8喇叭,,,,(标配),
70320,皓影,(标配)BOSE,(标配)12喇叭,,,,(标配),
70318,皓影,(标配)BOSE,(标配)12喇叭,,(标配)单色,,(标配),
63833,艾力绅,,(标配)待查,,(标配)单色,,,
63832,艾力绅,,(标配)6喇叭,,(标配)单色,,,
63830,艾力绅,,(标配)6喇叭,,(标配)单色,,,
63831,艾力绅,,(标配)6喇叭,,(标配)单色,,,
58225,型格,,(标配)2喇叭,,,,,
60060,型格,(选配)BOSE,"(标配)8喇叭,(选配)12喇叭",,(选配)单色,,,
62353,型格,(标配)BOSE,(标配)12喇叭,,(标配)单色,,,
65960,型格,,(标配)2喇叭,,,,,
60057,型格,(选配)BOSE,"(标配)8喇叭,(选配)12喇叭",,(选配)单色,,,
61495,型格,,(标配)2喇叭,,,,,
60062,型格,(标配)BOSE,(标配)12喇叭,,(标配)单色,,,
72192,型格,,(标配)8喇叭,,,,,
72258,型格,,(标配)8喇叭,,,,,
72259,型格,,(标配)8喇叭,,(标配)单色,,,
62348,型格,(标配)BOSE,(标配)12喇叭,,(标配)单色,,,
62347,型格,,(标配)8喇叭,,,,,
58226,型格,,(标配)8喇叭,,(标配)单色,,,
62352,型格,,(标配)2喇叭,,,,,
