CAR_ID,品牌系列,驱动方式,四驱形式,中央差速器结构,前悬架类型,后悬架类型,助力类型,车体结构
59646,红旗HQ9,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
1015217,红旗国悦,(标配)中置后驱,,,(标配)双叉臂式扭杆弹簧独立悬架,(标配)钢板弹簧非独立悬架,(标配)液压助力,非承载式
1018221,红旗国悦,(标配)中置后驱,,,(标配)双叉臂式扭杆弹簧独立悬架,(标配)钢板弹簧非独立悬架,(标配)液压助力,非承载式
1017569,红旗国悦,(标配)中置后驱,,,(标配)双叉臂式扭杆弹簧独立悬架,(标配)钢板弹簧非独立悬架,(标配)液压助力,非承载式
1017568,红旗国悦,(标配)中置后驱,,,(标配)双叉臂式扭杆弹簧独立悬架,(标配)钢板弹簧非独立悬架,(标配)液压助力,非承载式
1018220,红旗国悦,(标配)中置后驱,,,(标配)双叉臂式扭杆弹簧独立悬架,(标配)钢板弹簧非独立悬架,(标配)液压助力,非承载式
66441,红旗天工08,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
72443,红旗天工08,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71322,红旗天工08,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
72444,红旗天工08,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
66466,红旗天工08,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71321,红旗天工08,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71320,红旗天工08,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
67052,红旗E-HS9,(标配)双电机四驱,(标配)电动四驱,,(标配)双横臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69768,红旗E-HS9,(标配)双电机四驱,(标配)电动四驱,,(标配)双横臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69770,红旗E-HS9,(标配)双电机四驱,(标配)电动四驱,,(标配)双横臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
67054,红旗E-HS9,(标配)双电机四驱,(标配)电动四驱,,(标配)双横臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69769,红旗E-HS9,(标配)双电机四驱,(标配)电动四驱,,(标配)双横臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
67055,红旗E-HS9,(标配)双电机四驱,(标配)电动四驱,,(标配)双横臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69767,红旗E-HS9,(标配)双电机四驱,(标配)电动四驱,,(标配)双横臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
67053,红旗E-HS9,(标配)双电机四驱,(标配)电动四驱,,(标配)双横臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
67489,红旗HQ9 PHEV,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64594,红旗HQ9 PHEV,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
67490,红旗HQ9 PHEV,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
67297,红旗EH7,(标配)后置后驱,,,(标配)双叉臂独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
69710,红旗EH7,(标配)后置后驱,,,(标配)双叉臂独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
69709,红旗EH7,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
66954,红旗EH7,(标配)后置后驱,,,(标配)双叉臂独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
67298,红旗EH7,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
65254,红旗EH7,(标配)后置后驱,,,(标配)双叉臂独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
69713,红旗EH7,(标配)后置后驱,,,(标配)双叉臂独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
65253,红旗EH7,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
69711,红旗EH7,(标配)后置后驱,,,(标配)双叉臂独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
69712,红旗EH7,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
1020495,红旗国悦新能源,,,,(标配)双叉臂式扭杆弹簧独立悬架,(标配)钢板弹簧非独立悬架,(标配)电动助力,非承载式
1020496,红旗国悦新能源,,,,(标配)双叉臂式扭杆弹簧独立悬架,(标配)钢板弹簧非独立悬架,(标配)电动助力,非承载式
66312,凯美瑞,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
67022,凯美瑞,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
71194,凯美瑞,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
66314,凯美瑞,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
67023,凯美瑞,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
71005,凯美瑞,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
66313,凯美瑞,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
66310,凯美瑞,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
65877,凯美瑞,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
66311,凯美瑞,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
65749,凯美瑞,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
65878,凯美瑞,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
72518,凯美瑞,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
65938,凯美瑞,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
66647,凯美瑞,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
72519,凯美瑞,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
67254,赛那SIENNA,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
67252,赛那SIENNA,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
66455,赛那SIENNA,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
67256,赛那SIENNA,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
67257,赛那SIENNA,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
67251,赛那SIENNA,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
67253,赛那SIENNA,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
67930,赛那SIENNA,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
67255,赛那SIENNA,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68219,汉兰达,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68216,汉兰达,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68555,汉兰达,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68218,汉兰达,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68217,汉兰达,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68554,汉兰达,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68556,汉兰达,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68215,汉兰达,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68553,汉兰达,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68220,汉兰达,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68221,汉兰达,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68453,RAV4荣放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68451,RAV4荣放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68450,RAV4荣放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68454,RAV4荣放,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68449,RAV4荣放,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68456,RAV4荣放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68457,RAV4荣放,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
71930,普拉多,(标配)前置四驱,(标配)全时四驱,(标配)托森式差速器,(标配)双横臂螺旋弹簧独立悬架,(标配)四连杆螺旋弹簧非独立悬架,(标配)电动助力,非承载式
66837,普拉多,(标配)前置四驱,(标配)全时四驱,(标配)托森式差速器,(标配)双横臂螺旋弹簧独立悬架,(标配)四连杆螺旋弹簧非独立悬架,(标配)电动助力,非承载式
71959,普拉多,(标配)前置四驱,(标配)全时四驱,(标配)托森式差速器,(标配)双横臂螺旋弹簧独立悬架,(标配)四连杆螺旋弹簧非独立悬架,(标配)电动助力,非承载式
66898,普拉多,(标配)前置四驱,(标配)全时四驱,(标配)托森式差速器,(标配)双横臂螺旋弹簧独立悬架,(标配)四连杆螺旋弹簧非独立悬架,(标配)电动助力,非承载式
64019,普拉多,(标配)前置四驱,(标配)全时四驱,(标配)托森式差速器,(标配)双横臂螺旋弹簧独立悬架,(标配)四连杆螺旋弹簧非独立悬架,(标配)电动助力,非承载式
71958,普拉多,(标配)前置四驱,(标配)全时四驱,(标配)托森式差速器,(标配)双横臂螺旋弹簧独立悬架,(标配)四连杆螺旋弹簧非独立悬架,(标配)电动助力,非承载式
66836,普拉多,(标配)前置四驱,(标配)全时四驱,(标配)托森式差速器,(标配)双横臂螺旋弹簧独立悬架,(标配)四连杆螺旋弹簧非独立悬架,(标配)电动助力,非承载式
71960,普拉多,(标配)前置四驱,(标配)全时四驱,(标配)托森式差速器,(标配)双横臂螺旋弹簧独立悬架,(标配)四连杆螺旋弹簧非独立悬架,(标配)电动助力,非承载式
66838,普拉多,(标配)前置四驱,(标配)全时四驱,(标配)托森式差速器,(标配)双横臂螺旋弹簧独立悬架,(标配)四连杆螺旋弹簧非独立悬架,(标配)电动助力,非承载式
67204,亚洲龙,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68975,亚洲龙,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68974,亚洲龙,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68978,亚洲龙,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
67206,亚洲龙,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68977,亚洲龙,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68976,亚洲龙,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68979,亚洲龙,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
67205,亚洲龙,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
63170,卡罗拉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双横臂式独立悬架,(标配)电动助力,承载式
63173,卡罗拉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双横臂式独立悬架,(标配)电动助力,承载式
68964,卡罗拉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双横臂式独立悬架,(标配)电动助力,承载式
63177,卡罗拉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双横臂式独立悬架,(标配)电动助力,承载式
63175,卡罗拉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双横臂式独立悬架,(标配)电动助力,承载式
67629,卡罗拉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
67631,卡罗拉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)E型多连杆式独立悬架,(标配)电动助力,承载式
67630,卡罗拉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)E型多连杆式独立悬架,(标配)电动助力,承载式
63174,卡罗拉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)E型多连杆式独立悬架,(标配)电动助力,承载式
60976,卡罗拉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)E型多连杆式独立悬架,(标配)电动助力,承载式
63176,卡罗拉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)E型多连杆式独立悬架,(标配)电动助力,承载式
68962,卡罗拉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
68963,卡罗拉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
63172,卡罗拉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
63171,卡罗拉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
68951,锋兰达,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
68930,锋兰达,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
68932,锋兰达,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
68931,锋兰达,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
68952,锋兰达,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
68953,锋兰达,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
71236,锋兰达,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
68950,锋兰达,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
68933,锋兰达,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
71250,锋兰达,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
68929,锋兰达,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
67133,格瑞维亚,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
67129,格瑞维亚,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
67130,格瑞维亚,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
67131,格瑞维亚,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
67132,格瑞维亚,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
66456,格瑞维亚,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
67134,格瑞维亚,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68314,皇冠陆放,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68317,皇冠陆放,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
67586,皇冠陆放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68316,皇冠陆放,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68315,皇冠陆放,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68318,皇冠陆放,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
63241,卡罗拉锐放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
63020,卡罗拉锐放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
64034,卡罗拉锐放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
68733,卡罗拉锐放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
67632,卡罗拉锐放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
64079,卡罗拉锐放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
67628,卡罗拉锐放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
63019,卡罗拉锐放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
61460,卡罗拉锐放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
62996,卡罗拉锐放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
68732,卡罗拉锐放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
68734,卡罗拉锐放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
68728,卡罗拉锐放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
62733,卡罗拉锐放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
68729,卡罗拉锐放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
62927,卡罗拉锐放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
64033,卡罗拉锐放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
68723,卡罗拉锐放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
62731,卡罗拉锐放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
64032,卡罗拉锐放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
64078,卡罗拉锐放,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
68544,威兰达,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68541,威兰达,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68542,威兰达,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68539,威兰达,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68506,威兰达,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68538,威兰达,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68546,威兰达,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68540,威兰达,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68507,威兰达,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68545,威兰达,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68543,威兰达,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
71586,铂智3X,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
71588,铂智3X,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
71013,铂智3X,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
68066,铂智3X,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
71589,铂智3X,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
71012,铂智3X,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
71587,铂智3X,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
67982,皇冠(进口),(标配)前置后驱,,,(标配)多连杆式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
67981,皇冠(进口),(标配)前置后驱,,,(标配)多连杆式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
63539,埃尔法,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
71307,埃尔法,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
71306,埃尔法,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
63540,埃尔法,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
66667,雷凌,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68949,雷凌,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
62134,雷凌,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
68947,雷凌,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)双叉臂式独立悬架,(标配)电动助力,承载式
62136,雷凌,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)E型多连杆式独立悬架,(标配)电动助力,承载式
60635,雷凌,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)E型多连杆式独立悬架,(标配)电动助力,承载式
68948,雷凌,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
60634,雷凌,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
67326,雷凌,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
67325,雷凌,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
62133,雷凌,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)E型多连杆式独立悬架,(标配)电动助力,承载式
