CAR_ID,品牌系列,座椅材质,主座椅调节方式,副座椅调节方式,主_副驾驶座电动调节,前排座椅功能,电动座椅记忆功能,副驾驶位后排可调节按钮,第二排座椅调节,第二排座椅电动调节,第二排座椅功能,后排座椅放倒形式,前_后中央扶手,后排杯架,运动风格座椅,座椅布局,后排座椅电动放倒,加热_制冷杯架,后排小桌板,第二排独立座椅,第三排座椅功能,头颈暖风系统,第三排座椅调节,第三排座椅电动调节,零重力座椅,福祉座椅,前后移动扶手箱,可升降前后排车厢隔断
1018221,红旗国悦,(标配)织物,(标配)靠背调节,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
1017569,红旗国悦,"(选配)真皮,(标配)仿皮","(标配)靠背调节,(选配)腿托调节",无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
1017568,红旗国悦,"(选配)真皮,(标配)仿皮","(标配)靠背调节,(选配)腿托调节",无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
1018220,红旗国悦,"(选配)真皮,(标配)仿皮","(标配)靠背调节,(标配)腿托调节",无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
66441,红旗天工08,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩(仅驾驶位)",(标配)驾驶位,无,(标配)靠背调节,无,"(选配)加热,(选配)通风",(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
72443,红旗天工08,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩(仅驾驶位),(标配)头枕扬声器(仅驾驶位)",(标配)驾驶位,无,(标配)靠背调节,无,"(选配)加热,(选配)通风",(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
71322,红旗天工08,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩(仅驾驶位)",(标配)驾驶位,无,(标配)靠背调节,无,"(选配)加热,(选配)通风",(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
72444,红旗天工08,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩(仅驾驶位)",(标配)驾驶位,无,(标配)靠背调节,无,"(选配)加热,(选配)通风",(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
66466,红旗天工08,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩(仅驾驶位),(标配)头枕扬声器(仅驾驶位)",(标配)驾驶位,无,(标配)靠背调节,无,"(选配)加热,(选配)通风",(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
71321,红旗天工08,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩(仅驾驶位),(标配)头枕扬声器(仅驾驶位)",(标配)驾驶位,无,(标配)靠背调节,无,"(选配)加热,(选配)通风",(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
71320,红旗天工08,"(标配)真皮,(标配)翻毛材质","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩(仅驾驶位),(标配)头枕扬声器(仅驾驶位)",(标配)驾驶位,无,(标配)靠背调节,无,"(选配)加热,(选配)通风",(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
67052,红旗E-HS9,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副(标配),无,"(标配)驾驶位,(标配)副驾驶位",无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,(标配),无,无,无,无,无,无,无,无,无,无,无
69768,红旗E-HS9,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),(标配)加热,"(标配)驾驶位,(标配)副驾驶位",无,"(标配)前后调节,(标配)靠背调节",(标配),无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-2-2,(标配),无,无,(标配),无,无,无,无,无,无,无,无
69770,红旗E-HS9,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩","(标配)驾驶位,(标配)副驾驶位",无,"(标配)前后调节,(标配)靠背调节",(标配),"(标配)加热,(标配)通风",(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-2-2,(标配),无,无,(标配),无,无,无,无,无,无,无,无
67054,红旗E-HS9,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩","(标配)驾驶位,(标配)副驾驶位",(标配),"(标配)靠背调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(标配)按摩",无,前(标配) / 后(标配),(标配),无,无,无,无,(选配),(标配),无,无,无,无,无,无,无,无
69769,红旗E-HS9,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副(标配),(标配)加热,"(标配)驾驶位,(标配)副驾驶位",无,"(标配)前后调节,(标配)靠背调节",无,(标配)加热,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,(标配),无,无,无,无,无,无,无,无,无,无,无
67055,红旗E-HS9,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),(标配)加热,"(标配)驾驶位,(标配)副驾驶位",无,"(标配)前后调节,(标配)靠背调节",(标配),(标配)加热,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-2-2,(标配),无,无,(标配),无,无,无,无,无,无,无,无
69767,红旗E-HS9,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩","(标配)驾驶位,(标配)副驾驶位",无,"(标配)前后调节,(标配)靠背调节",(标配),"(标配)加热,(标配)通风",(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-2-2,(标配),无,无,(标配),无,无,无,无,无,无,无,无
67053,红旗E-HS9,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩","(标配)驾驶位,(标配)副驾驶位",(标配),"(标配)靠背调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(标配)按摩",无,前(标配) / 后(标配),(标配),无,无,无,无,(选配),(标配),无,无,无,无,无,无,无,无
67489,红旗HQ9 PHEV,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副(标配),(标配)加热,(标配)驾驶位,无,"(标配)靠背调节,(标配)腿托调节",(标配),(标配)加热,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-2-3,(标配),无,无,(标配),无,无,"(标配)前后调节,(标配)靠背调节",(标配),无,无,无,无
64594,红旗HQ9 PHEV,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副(标配),(标配)加热,"(标配)驾驶位,(标配)后排",无,"(标配)前后调节,(标配)靠背调节,(标配)腰部调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(标配)按摩",(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-2-3,(标配),无,(标配),(标配),无,无,"(标配)前后调节,(标配)靠背调节",(标配),无,无,无,无
67490,红旗HQ9 PHEV,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副(标配),"(标配)加热,(标配)通风","(标配)驾驶位,(标配)后排",(标配),"(标配)前后调节,(标配)靠背调节,(标配)腰部调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(标配)按摩",(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-2-3,(标配),无,(标配),(标配),无,无,"(标配)前后调节,(标配)靠背调节",(标配),无,无,无,无
67297,红旗EH7,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副(标配),"(标配)加热,(标配)通风",(标配)驾驶位,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
69710,红旗EH7,"(标配)仿皮,(选配)皮/翻毛材质混搭","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(选配)头枕扬声器(仅驾驶位)",(标配)驾驶位,无,无,无,(选配)加热,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
69709,红旗EH7,"(标配)仿皮,(选配)皮/翻毛材质混搭","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(选配)头枕扬声器(仅驾驶位)",(标配)驾驶位,无,无,无,(选配)加热,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
66954,红旗EH7,"(标配)仿皮,(选配)皮/翻毛材质混搭","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(选配)头枕扬声器(仅驾驶位)",(标配)驾驶位,无,无,无,(选配)加热,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
67298,红旗EH7,"(标配)仿皮,(选配)皮/翻毛材质混搭","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(选配)头枕扬声器(仅驾驶位)",(标配)驾驶位,无,无,无,(选配)加热,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
65254,红旗EH7,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副(标配),"(标配)加热,(标配)通风",(标配)驾驶位,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
69713,红旗EH7,"(标配)仿皮,(选配)皮/翻毛材质混搭","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(选配)头枕扬声器(仅驾驶位)",(标配)驾驶位,无,无,无,(选配)加热,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
65253,红旗EH7,"(标配)仿皮,(选配)皮/翻毛材质混搭","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(选配)头枕扬声器(仅驾驶位)",(标配)驾驶位,无,无,无,(选配)加热,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
69711,红旗EH7,"(标配)仿皮,(选配)皮/翻毛材质混搭","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(选配)头枕扬声器(仅驾驶位)",(标配)驾驶位,无,无,无,(选配)加热,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
69712,红旗EH7,"(标配)仿皮,(选配)皮/翻毛材质混搭","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(选配)头枕扬声器(仅驾驶位)",(标配)驾驶位,无,无,无,(选配)加热,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
1020495,红旗国悦新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节",无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
1020496,红旗国悦新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节",无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
66312,凯美瑞,"(标配)真皮,(标配)仿皮","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),无,无,(标配),无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
67022,凯美瑞,(标配)皮/翻毛材质混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),无,无,(标配),无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
71194,凯美瑞,"(标配)真皮,(标配)仿皮","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",(标配)驾驶位,(标配),无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
66314,凯美瑞,(标配)皮/翻毛材质混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",(标配)驾驶位,(标配),无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
67023,凯美瑞,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",无,无,无,无,无,无,无,无,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
71005,凯美瑞,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),无,无,(标配),无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
66313,凯美瑞,"(标配)真皮,(标配)仿皮","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(选配)加热,(选配)通风",(选配)驾驶位,(标配),无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
66310,凯美瑞,(标配)皮/翻毛材质混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(选配)加热,(选配)通风",(选配)驾驶位,(标配),无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
65877,凯美瑞,(标配)皮/翻毛材质混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(选配)加热,(选配)通风",(选配)驾驶位,(标配),无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
66311,凯美瑞,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",无,无,无,无,无,无,无,无,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
65749,凯美瑞,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),无,无,(标配),无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
65878,凯美瑞,"(标配)真皮,(标配)仿皮","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),无,无,(标配),无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
72518,凯美瑞,(标配)皮/翻毛材质混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),无,无,(标配),无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
65938,凯美瑞,"(标配)真皮,(标配)仿皮","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",(标配)驾驶位,(标配),无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
66647,凯美瑞,(标配)皮/翻毛材质混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",(标配)驾驶位,(标配),无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
72519,凯美瑞,"(标配)真皮,(标配)仿皮","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(2向)",主(标配) / 副(标配),"(标配)加热,(标配)通风",(标配)驾驶位,(标配),(标配)靠背调节,(标配),无,无,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
67254,赛那SIENNA,(标配)织物,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副-,无,无,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-2-3,无,无,(标配),(标配),无,无,无,无,无,无,无,无
67252,赛那SIENNA,"(标配)真皮,(标配)仿皮","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),(标配)加热,无,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-2-3,无,无,(标配),(标配),无,无,无,无,无,无,无,无
66455,赛那SIENNA,"(标配)真皮,(标配)仿皮","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),(标配)加热,无,无,"(标配)前后调节,(标配)靠背调节",(标配),无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-2-3,无,无,无,(标配),无,无,无,无,无,(标配),无,无
67256,赛那SIENNA,"(标配)真皮,(标配)仿皮","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),(标配)加热,无,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-2-3,无,无,(标配),(标配),无,无,无,无,无,无,无,无
67257,赛那SIENNA,"(标配)真皮,(标配)仿皮","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,"(标配)前后调节,(标配)靠背调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风",(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-2-3,无,无,(标配),(标配),无,无,无,无,无,无,无,无
67251,赛那SIENNA,"(标配)真皮,(标配)仿皮","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,"(标配)前后调节,(标配)靠背调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风",(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-2-3,无,无,(标配),(标配),无,无,无,无,无,无,无,无
67253,赛那SIENNA,"(标配)真皮,(标配)仿皮","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,"(标配)前后调节,(标配)靠背调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(标配)按摩",(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-2-3,无,无,(标配),(标配),无,无,无,无,无,无,无,无
67930,赛那SIENNA,"(标配)真皮,(标配)仿皮","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,"(标配)前后调节,(标配)靠背调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(标配)按摩",(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-2-3,无,无,(标配),(标配),无,无,无,无,无,无,无,无
67255,赛那SIENNA,"(标配)真皮,(标配)仿皮","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",(标配)驾驶位,无,"(标配)前后调节,(标配)靠背调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(标配)按摩",(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-2-3,无,无,(标配),(标配),无,无,无,无,无,无,无,无
68219,汉兰达,(标配)织物,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",无,无,无,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
68216,汉兰达,(标配)织物,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",无,无,无,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
68555,汉兰达,"(标配)真皮,(标配)仿皮","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),(标配)加热,无,(标配),"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
68218,汉兰达,"(标配)真皮,(标配)仿皮","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),(标配)加热,无,(标配),"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
68217,汉兰达,(标配)织物,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",无,无,无,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
68554,汉兰达,"(标配)真皮,(标配)仿皮","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),(标配)加热,无,(标配),"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
